"Label","ID","Detection quality","Spot N links","Spot frame","Spot gaussian-filtered intensity","Spot gaussian-filtered intensity","Spot gaussian-filtered intensity","Spot gaussian-filtered intensity","Spot median intensity","Spot median intensity","Spot position","Spot position","Spot position","Spot radius","Spot track ID","Track N spots","TB","TB to PSM","TB to Somite","checked","other"
"",""," "," "," ","Mean ch0","Mean ch1","Std ch0","Std ch1","Median ch0","Median ch1","X","Y","Z"," "," "," ","Tag","Tag","Tag","Tag","Tag"
"","","","","","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(micron)","(micron)","(micron)","(micron)","","","","","","",""
"10","10","","2","106","118.26059073152888","1786.6139407812288","7.0125330192352235","174.40031010366835","118.0","1762.0","279.1878504781141","534.7769628548784","125.9980081036449","1.8620331561818848","0","122","0","0","0","1","0"
"11","11","","2","107","117.6343607803096","1744.4236889821013","6.4875433522361465","198.74534420856116","117.0","1734.0","278.60447596970937","536.1994059162982","126.37472238144967","1.8620331561818848","0","122","0","0","0","1","0"
"12","12","","2","108","117.87462549267039","1692.6060295184373","6.61357399176493","202.22546016879346","117.0","1660.0","278.4891065689384","537.3378723525179","126.65836112301116","1.8620331561818848","0","122","0","0","0","1","0"
"13","13","","2","109","118.27556181731848","1764.1988619701833","6.569279197410023","192.27836405319093","118.0","1748.0","278.4891065689384","537.6433393703878","127.01557852369703","1.8620331561818848","0","122","0","0","0","1","0"
"14","14","","2","110","118.94760052951146","1754.030109182371","7.676044056773517","223.90387842310736","116.0","1704.0","277.7762416211241","537.2360500132279","127.00846926152323","1.8620331561818848","0","122","0","0","0","1","0"
"15","15","","2","111","119.40781684866528","1781.0977287914582","7.010270481847929","225.09112180367325","117.0","1661.0","278.0817551701873","538.1524510668378","127.02446510141428","1.8620331561818848","0","122","0","0","0","1","0"
"16","16","","2","112","118.94433350841268","1790.0876106950452","7.273719934155402","246.720449526164","118.0","1678.0","277.97991732049957","539.1706744597376","127.04223825684878","1.8620331561818848","0","122","0","0","0","1","0"
"17","17","","2","113","120.78874031467868","1712.1477017981895","8.227722117490398","203.15223363734228","118.0","1652.0","277.3503316805171","540.8090437603228","128.7421312123077","1.8620331561818848","0","122","0","0","0","1","0"
"18","18","","2","114","120.46363960086619","1820.1411263135878","7.414099582212028","100.92335271661626","119.0","1784.0","276.8503436594997","542.6541283634696","130.8854356164229","1.4672553341771257","0","122","0","0","0","1","0"
"19","19","","2","115","119.44995502086499","1825.2061140280061","6.522855072792402","120.8310808895613","118.0","1796.0","276.9521815091874","543.2650623992095","130.8960995096836","1.4672553341771257","0","122","0","0","0","1","0"
"20","20","","2","116","117.91530601804264","1794.1055629859368","6.425779165922965","124.47398254409975","116.0","1742.0","277.15585720856296","543.6723517563694","130.9032087718574","1.4672553341771257","0","122","0","0","0","1","0"
"21","21","","2","117","118.75635313106409","1789.2938497470682","6.584392854454956","137.72922188958208","117.0","1730.0","277.0540193588752","544.9960421671392","130.92631387392225","1.4672553341771257","0","122","0","0","0","1","0"
"22","22","","2","118","116.51724553490666","1745.7337438468483","6.3117845294781745","159.61705400946678","116.0","1680.0","276.9521815091874","545.9124432207491","130.9423097138133","1.4672553341771257","0","122","0","0","0","1","0"
"23","23","","2","119","117.87262889382639","1705.5893686788518","6.812341326489622","166.07360617264317","117.0","1649.0","276.9521815091874","545.9124432207491","130.9423097138133","1.4672553341771257","0","122","0","0","0","1","0"
"24","24","","2","120","116.91912085107977","1711.0973127807192","6.256243757548634","183.09974349582106","115.0","1550.0","277.15585720856296","545.5051538635892","130.9352004516395","1.4672553341771257","0","122","0","0","0","1","0"
"25","25","","2","121","121.33515042709256","1704.8814518815261","7.674917762725604","149.83813257569005","119.0","1593.0","277.563208607314","545.8106208814592","130.94053239826985","1.4672553341771257","0","122","0","0","0","1","0"
"26","26","","2","122","121.25825030867942","1709.7847927150162","7.354465100271376","147.98943809221058","120.0","1648.0","277.0540193588752","545.8106208814592","130.94053239826985","1.4672553341771257","0","122","0","0","0","1","0"
"27","27","","2","123","120.69791801177813","1706.6237880937344","6.594241361280434","177.01417501185156","119.0","1626.0","277.0540193588752","545.8106208814592","130.94053239826985","1.4672553341771257","0","122","0","0","0","1","0"
"28","28","","2","124","122.11483855195755","1729.2805291209368","7.9151388988775295","200.50803691508605","121.0","1647.0","277.3595329079385","545.4033315242992","130.93342313609605","1.4672553341771257","0","122","0","0","0","1","0"
"29","29","","2","125","122.30511907701343","1666.6593055325775","8.078953277337432","170.67638275257352","120.0","1601.0","277.0817791281525","547.5446712733707","131.7624890341334","1.4672553341771257","0","122","0","0","0","1","0"
"30","30","","2","126","124.99936999727173","1753.3257652567818","8.360816426140508","156.10857574889596","122.0","1696.0","277.3872926772158","549.1738287020105","131.7909260828286","1.4672553341771257","0","122","0","0","0","1","0"
"31","31","","2","127","127.36068088099006","1769.0495364706214","9.233068250667595","182.36933656793212","124.0","1694.0","277.3872926772158","550.8029861306503","131.8193631315238","1.4672553341771257","0","122","0","0","0","1","0"
"32","32","","2","128","123.37533213008196","1686.9149909286077","7.386767632978445","226.79880181830052","121.0","1581.0","277.0817791281525","552.63578823787","131.8513548113059","1.4672553341771257","0","122","0","0","0","1","0"
"33","33","","2","129","123.26717832884589","1620.7035234253378","8.018270558720838","199.21528396560902","121.0","1591.0","277.0817791281525","554.7740573629598","131.88867843771834","1.4672553341771257","0","122","0","0","0","1","0"
"34","34","","2","130","120.62651811737732","1581.827499840661","7.214559419405125","204.17906893192773","119.0","1526.0","277.0817791281525","556.9123264880494","131.92600206413078","1.4672553341771257","0","122","0","0","0","1","0"
"35","35","","2","131","118.65071936266075","1512.8667847871106","6.632256862719414","250.2778174834586","117.0","1413.0","276.6744277294015","558.3378392381092","131.95088448173908","1.4672553341771257","0","122","0","0","0","1","0"
"36","36","","1","133","120.58709847100194","1612.088257547112","7.206698550031111","235.27461698926032","119.0","1570.0","277.467085297183","561.1427432163991","132.39973309555876","1.4672553341771257","0","122","0","0","0","1","0"
"37","37","","2","93","119.72372402196386","1720.8003465770394","6.656903793989952","140.11357026028787","117.0","1599.0","281.88703346167944","524.2932716303502","123.54737718018629","1.8620331561818848","0","122","0","0","0","1","0"
"39","39","","2","94","120.2493959349943","1702.3886551325702","7.407900543706125","151.03267667260883","120.0","1652.0","281.58151991261616","525.41331736254","123.56692765116424","1.8620331561818848","0","122","0","0","0","1","0"
"40","40","","2","95","120.561197142557","1679.018003102775","7.399453925302401","173.10929823010298","120.0","1600.0","281.58151991261616","525.8206067197","123.57403691333803","1.8620331561818848","0","122","0","0","0","1","0"
"41","41","","2","96","120.19159505527408","1696.0923751344521","7.083604813398076","186.88092314678164","119.0","1651.0","281.2760063635529","526.7370077733099","123.59003275322908","1.8620331561818848","0","122","0","0","0","1","0"
"42","42","","2","97","123.68710505077162","1735.3517379962705","7.712295203667998","170.49527342438705","120.0","1591.0","281.9888713113672","527.6534088269198","123.60602859312013","1.8620331561818848","0","122","0","0","0","1","0"
"43","43","","2","98","120.94817035354139","1756.3024614314174","7.675130827005627","179.5401122283877","119.0","1698.0","281.58151991261616","528.1625205233696","123.61491517083738","1.8620331561818848","0","122","0","0","0","1","0"
"44","44","","2","99","120.89489323793191","1670.0235193976157","7.438578012621655","221.2904269477626","119.0","1622.0","281.47968206292836","528.5698098805295","123.62202443301118","1.8620331561818848","0","122","0","0","0","1","0"
"45","45","","2","100","122.68215273376521","1796.234081973775","7.531833245847008","183.9356569848815","121.0","1770.0","281.5350408321497","529.9922534096202","124.17465464091418","1.8620331561818848","0","122","0","0","0","1","0"
"46","46","","2","101","122.95452174249992","1806.0509023952882","7.344765016176706","196.38807800410015","121.0","1745.0","281.63687868183746","530.60318744536","124.18531853417488","1.8620331561818848","0","122","0","0","0","1","0"
"47","47","","2","102","120.33223562940371","1883.6924548218244","7.611236502904728","200.1288796250279","119.0","1854.0","281.1276894333987","531.8250555168399","124.20664632069628","1.8620331561818848","0","122","0","0","0","1","0"
"48","48","","2","103","121.59377159442279","1871.9999202772162","7.645202337349652","210.86601427923435","118.0","1714.0","280.4563569599448","532.4344551759307","124.56914207415345","1.8620331561818848","0","122","0","0","0","1","0"
"49","49","","2","105","120.4578519899638","1798.5772391766116","7.44048770451725","119.91933434737416","117.0","1727.0","279.4657382323445","534.0688112466439","125.54577706959516","1.8620331561818848","0","122","0","0","0","1","0"
"50","50","","2","92","118.80364216590141","1749.9106394144114","6.940655726712476","152.88497641390876","117.0","1683.0","281.58151991261616","523.6823375946103","123.53671328692559","1.8620331561818848","0","122","0","0","0","1","0"
"261","261","","2","86","116.17446060492678","1811.1720368135143","5.9060463205459826","169.44964087960443","115.0","1731.0","283.5868520033339","520.6506896130394","120.66873893905031","1.8620331561818848","0","122","0","0","0","1","0"
"262","262","","2","87","116.1333850364776","1716.7741518494943","6.060857919558468","200.53060660924388","115.0","1614.0","283.5868520033339","520.9561566309094","120.67407088568066","1.8620331561818848","0","122","0","0","0","1","0"
"263","263","","2","88","115.637852094415","1721.9594397828714","6.270685691303862","167.48666469193748","115.0","1602.0","282.0818830620778","521.9605664249294","122.2750874119993","1.8620331561818848","0","122","0","0","0","1","0"
"264","264","","2","89","115.54886650849718","1704.9118862090427","6.261141764276082","170.87153471910943","115.0","1627.0","281.3778442132406","521.9513578266805","123.50649892268694","1.8620331561818848","0","122","0","0","0","1","0"
"265","265","","2","90","116.79593505499287","1738.339835643778","6.789238018163083","141.35263708288474","115.0","1643.0","281.3778442132406","522.4604695231304","123.5153855004042","1.8620331561818848","0","122","0","0","0","1","0"
"266","266","","2","91","117.8518782598522","1750.379220460265","6.671054371880541","166.73385818408823","117.0","1679.0","281.3778442132406","522.4604695231304","123.5153855004042","1.8620331561818848","0","122","0","0","0","1","0"
"267","267","","2","85","118.27008362899929","1948.5071413954786","6.089386254518219","145.26253403976474","117.0","1812.0","283.5868520033339","520.6506896130394","120.66873893905031","1.8620331561818848","0","122","0","0","0","1","0"
"268","268","","1","10","124.07549965338352","2599.3234474355786","7.488766839641243","168.31773954475506","122.0","2436.0","329.3774492637126","488.0678773192655","109.98755792643541","1.8620331561818848","0","122","1","0","0","1","0"
"269","269","","2","11","123.68029968151983","2535.068531733968","7.353339991777335","184.87205209464113","123.0","2451.0","328.07881591837366","488.7755919515049","109.99785832991047","1.8620331561818848","0","122","1","0","0","1","0"
"270","270","","2","12","122.87376684300997","2481.100380028878","7.549271874146769","225.68702449432948","121.0","2228.0","326.78061393461957","488.77519647648603","110.02051507856864","1.8620331561818848","0","122","1","0","0","1","0"
"271","271","","2","13","121.9470740014787","2571.858557778342","6.644235010103681","228.31625010041515","121.0","2520.0","324.90496416804467","489.06474238894725","111.0678128630163","1.8620331561818848","0","122","1","0","0","1","0"
"272","272","","2","14","122.50283021330385","2643.286153814546","7.160993861548064","188.1282547105031","123.0","2626.0","323.3894763989911","489.63608646148117","112.39256550836545","1.8620331561818848","0","122","1","0","0","1","0"
"273","273","806.7828527975917","2","15","122.46837579018225","2749.617853784593","6.514189020880294","210.19518680539574","121.0","2638.0","321.9893726531417","488.6384775932155","111.69221124572931","1.8620331561818848","0","122","1","0","0","1","0"
"274","274","851.7992752549687","2","16","121.35838543990573","2842.9400362646916","7.022586078999302","228.0482842059662","121.0","2731.0","321.32362501455526","489.7388566367615","111.36004389700065","1.8620331561818848","0","122","1","0","0","1","0"
"275","275","808.8338548847382","2","17","121.58282926546542","2790.0961523691185","6.7032889157461835","233.00280842446998","120.0","2632.0","320.62682734104294","490.33426185326465","111.1345290826387","1.8620331561818848","0","122","1","0","0","1","0"
"276","276","812.7758735847783","2","18","121.71062391551982","2891.35907363986","6.281109256395073","224.28491239121897","121.0","2710.0","320.1367004943698","490.8912062497917","110.99317200055121","1.8620331561818848","0","122","1","0","0","1","0"
"277","277","783.8036144820246","2","19","121.38300874282386","2894.0072020894054","6.78135526284762","242.03015217551263","120.0","2632.0","319.9361755726758","490.62839791320346","111.03147327589862","1.8620331561818848","0","122","1","0","0","1","0"
"278","278","787.771405726554","2","20","122.59043047886342","2865.4837352264703","7.016694852768619","211.36757896108415","121.0","2712.0","320.124455112561","490.8237360893531","111.43203620078744","1.8620331561818848","0","122","1","0","0","1","0"
"279","279","696.0040276815722","2","21","122.88827659286427","2651.899348314875","6.72508125863923","200.66887413457346","121.0","2390.0","319.2783063490844","491.35794920635334","111.96086143104435","1.8620331561818848","0","122","1","0","0","1","0"
"280","280","652.601277882662","2","22","122.75015585865353","2630.0073481362974","7.049911506987942","165.31261135782609","122.0","2575.0","317.3971074395335","491.09165058852","112.88822588604143","1.8620331561818848","0","122","1","0","0","1","0"
"281","281","","2","23","122.63015346816913","2503.9452900865153","6.962022806089138","227.43160892592485","122.0","2391.0","315.6264725391541","491.6812030604519","112.90882449807421","1.8620331561818848","0","122","1","0","0","1","0"
"282","282","","2","24","125.807001154769","2551.035237523616","7.282680735505693","195.7230146989514","125.0","2446.0","313.8562690003597","491.56264542512554","112.9417794552901","1.8620331561818848","0","122","1","0","0","1","0"
"283","283","","2","25","124.1800909318733","2476.307600510222","7.551429957121661","221.35179328886443","122.0","2226.0","313.38362040294203","492.5066484257055","112.93354314607316","1.8620331561818848","0","122","1","0","0","1","0"
"284","284","","2","26","126.6137891393409","2550.922295308539","7.940378873933232","180.61065377437154","124.0","2426.0","312.20429950451717","491.09006868844443","112.97885288067408","1.8620331561818848","0","122","1","0","0","1","0"
"285","285","","2","27","127.8434857123809","2594.663314583601","7.9991763203774715","156.50340428728435","125.0","2408.0","311.142278032277","490.853708415555","113.00150900221301","1.8620331561818848","0","122","1","0","0","1","0"
"286","286","","2","28","126.32849127160198","2583.312780789724","7.33240807495528","170.24840411950356","126.0","2517.0","310.78793537140865","491.3256739635705","112.99945055202801","1.8620331561818848","0","122","1","0","0","1","0"
"287","287","","2","29","123.49661453815585","2474.835979848171","6.96955364494551","187.65795393208984","122.0","2384.0","310.197196518234","492.3876593630858","112.99121455637069","1.8620331561818848","0","122","1","0","0","1","0"
"288","288","","2","30","123.60193689678763","2495.2723032955164","6.640687326460863","216.46609783033963","123.0","2348.0","308.78140753390534","491.6791178285341","113.02828735463544","1.8620331561818848","0","122","1","0","0","1","0"
"289","289","","2","31","126.32169575646041","2849.389170656644","7.846727982037441","201.53488632523596","125.0","2735.0","307.12958182525773","490.9705043894336","113.06947956174712","1.8620331561818848","0","122","1","0","0","1","0"
"290","290","","2","32","125.82078447014246","2712.943032498936","7.950715539972033","247.77068574778502","124.0","2463.0","306.3038846517263","490.26214261625415","113.09625383789452","1.8620331561818848","0","122","1","0","0","1","0"
"291","291","","2","33","122.4039854768951","2439.217098214385","7.0403870634407975","240.39284425008375","120.0","2284.0","305.1236291365342","490.3798014447194","113.11479149126536","1.8620331561818848","0","122","1","0","0","1","0"
"292","292","","2","34","120.08971998684038","2391.533230924531","6.882694774473438","214.25760229820156","119.0","2351.0","304.29714113343056","490.9696415348469","113.11891246791039","1.8620331561818848","0","122","1","0","0","1","0"
"293","293","","2","35","120.33781042612435","2295.892515811516","6.508549359908183","204.24805945050096","120.0","2289.0","303.3528504489599","491.20539061907084","113.13127132157044","1.8620331561818848","0","122","1","0","0","1","0"
"294","294","","2","36","120.6025532294039","2268.605485986953","6.4757039330483375","186.19042166719555","120.0","2242.0","302.52665002024617","491.3231573043594","113.14362986167087","1.8620331561818848","0","122","1","0","0","1","0"
"295","295","","2","37","119.54260952163878","2388.7530151121114","6.8561055787592","223.5383039961813","118.0","2218.0","301.93598306066906","492.26712435266495","113.13745325687741","1.8620331561818848","0","122","1","0","0","1","0"
"296","296","","2","38","118.65492913723493","2215.2299159705826","6.509595533293468","222.79303377845793","117.0","2171.0","301.6987960387905","494.1553460674716","113.1086224119027","1.8620331561818848","0","122","1","0","0","1","0"
"297","297","","2","39","118.4305410057051","2153.7005635242244","6.322508125250932","215.10318965515162","117.0","2001.0","301.58020252785116","495.0994569248749","113.09420698941535","1.8620331561818848","0","122","1","0","0","1","0"
"298","298","","2","40","118.015982905202","2203.7768311383534","6.700578586368861","165.209319763266","117.0","2179.0","300.75349884395513","496.0433520686315","113.09214979346882","1.8620331561818848","0","122","1","0","0","1","0"
"299","299","","2","41","120.18338387044298","2240.5816578558456","7.045032305074286","197.60866626295993","118.0","2146.0","300.04639518136304","494.3908794380488","113.13333949210357","1.8620331561818848","0","122","1","0","0","1","0"
"300","300","","2","42","120.74275575238232","2324.188001018495","6.453205273369586","174.8615152099616","120.0","2253.0","298.630246729047","494.27242965954576","113.16011533604906","1.8620331561818848","0","122","1","0","0","1","0"
"301","301","","2","43","121.79097025567235","2461.1445328771815","7.404890544800795","210.84431094091235","120.0","2345.0","297.2141701703284","494.035961529833","113.1889505708584","1.8620331561818848","0","122","1","0","0","1","0"
"302","302","","2","44","122.41904141685126","2545.1041348052995","7.086931148572467","200.9835384088438","122.0","2512.0","296.38796974161465","494.1537282151216","113.20130911095883","1.8620331561818848","0","122","1","0","0","1","0"
"303","303","","2","45","122.89078164699727","2534.3042991458674","7.587239953324914","175.25741293609886","121.0","2415.0","295.4436071635465","494.50749565055514","113.21160857375503","1.8620331561818848","0","122","1","0","0","1","0"
"304","304","","2","46","121.72018309271756","2466.7470222911575","7.436573208675533","177.779913670831","121.0","2419.0","294.49931647907584","494.74324473477907","113.22396742741509","1.8620331561818848","0","122","1","0","0","1","0"
"305","305","","2","47","120.4935869544233","2287.3522572083407","7.425229222949873","240.1709002120672","118.0","2042.0","294.13662706279246","493.88160156540164","112.22198219960491","1.8620331561818848","0","122","1","0","0","1","0"
"306","306","","2","48","121.55102614131914","2350.975640844861","7.030338191878649","289.03944848051214","121.0","2297.0","294.13662706279246","493.88160156540164","112.22198219960491","1.8620331561818848","0","122","1","0","0","1","0"
"307","307","","2","49","122.61199791827525","2394.9060569231483","7.40362106321852","214.30298838955886","122.0","2342.0","294.13662706279246","493.88160156540164","112.22198219960491","1.8620331561818848","0","122","1","0","0","1","0"
"308","308","","2","50","120.16178785962136","2349.161318930271","6.371597768928012","188.9662411975698","119.0","2282.0","293.5461038904103","494.58953191128774","112.21992437653914","1.8620331561818848","0","122","1","0","0","1","0"
"309","309","","2","51","121.44465540170349","2284.1382119143186","7.341918862789951","175.51380946670773","120.0","2189.0","293.5454568480329","495.65169707217524","112.20138985876447","1.8620331561818848","0","122","1","0","0","1","0"
"310","310","","2","52","119.38437861634466","2260.4977209292865","6.393500975712589","197.47452209813008","119.0","2218.0","292.9547898884558","496.59566412048076","112.195213253971","1.8620331561818848","0","122","1","0","0","1","0"
"311","311","","2","53","119.9859533595108","2154.535980845074","6.249699334067744","186.51840072288485","119.0","2094.0","292.95443042046844","497.18575587652936","112.18491629965175","1.8620331561818848","0","122","1","0","0","1","0"
"312","312","","2","54","120.05417276686313","2204.6767625693788","6.784778108420728","197.75477210026372","119.0","2170.0","292.48242886542806","497.06759371622184","112.19521450820947","1.8620331561818848","0","122","1","0","0","1","0"
"313","313","","2","55","118.36783883212323","2235.9751218362367","6.86982398530706","206.76290993871103","117.0","2175.0","291.0659928387221","497.42121734255767","112.21375278869955","1.8620331561818848","0","122","1","0","0","1","0"
"314","314","","2","56","116.27791552797906","2160.450700243257","5.982083046304693","248.71254795475443","115.0","2036.0","290.35802645296025","497.18496492649155","112.23022979696808","1.8620331561818848","0","122","1","0","0","1","0"
"315","315","","2","57","116.68245753597465","2274.657781329705","5.727012267485745","300.46252774642204","116.0","2132.0","289.5319698114415","497.0666949093607","112.24670711879622","1.8620331561818848","0","122","1","0","0","1","0"
"316","316","","2","58","116.75393973381989","2212.079901228717","5.833336177404269","273.88672620206927","116.0","2074.0","289.5319698114415","497.0666949093607","112.24670711879622","1.8620331561818848","0","122","1","0","0","1","0"
"317","317","","2","59","115.96130189965626","2101.311316531049","6.110477088443208","241.98804084658758","116.0","2006.0","289.29435142797803","499.66302673142565","112.20551992863841","1.8620331561818848","0","122","1","0","0","1","0"
"318","318","","2","60","116.06240728770933","2031.5251236661397","6.234633073942651","235.18417243982174","115.0","1939.0","289.29435142797803","499.66302673142565","112.20551992863841","1.8620331561818848","0","122","1","0","0","1","0"
